NA20346	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA20346_ont.cram
NA20346	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA20346_pacbio.cram
NA20809	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA20809_illumina.cram
NA20809	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA20809_ont.cram
NA20809	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA20809_pacbio.cram
NA20850	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA20850_illumina.cram
NA20850	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA20850_ont.cram
NA20850	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA20850_pacbio.cram
NA20870	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA20870_illumina.cram
NA20870	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA20870_ont.cram
NA20870	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA20870_pacbio.cram
NA21093	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA21093_illumina.cram
NA21093	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA21093_ont.cram
NA21093	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA21093_pacbio.cram
NA21102	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA21102_illumina.cram
NA21102	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA21102_ont.cram
NA21102	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA21102_pacbio.cram
NA21106	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA21106_illumina.cram
NA21106	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA21106_ont.cram
NA21106	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA21106_pacbio.cram
NA21110	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA21110_illumina.cram
NA21110	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA21110_ont.cram
NA21110	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA21110_pacbio.cram
NA21144	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA21144_illumina.cram
NA21144	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA21144_ont.cram
NA21144	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA21144_pacbio.cram
